X,Y,business_id,account_name,dba,street_address,zip_code,group_,type,subtype,statute,number,status,ownership_transferable,location_transferable,ObjectId
-83.05091618,42.32568429,8252,DETROIT RACQUET CLUB,DETROIT RACQUET CLUB,626 Woodbridge St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000263385,Active,Y,Y,89
-83.0535733,42.34720357,8423,DETROIT ALUMNI CHAPTER KAPPA ALPHA PSI FRATERNITY,DETROIT ALUMNI CHAPTER KAPPA ALPHA PSI FRATERNITY,269 Erskine St,48201,Non-Profit,Club,,,L-000020456,Active,N,Y,90
-83.06495045,42.36200975,8433,"NU OMEGA CHAPTER, OMEGA PSI PHI FRATERNITY, INC.","NU OMEGA CHAPTER, OMEGA PSI PHI FRATERNITY, INC.",235 E Ferry St,48202,Non-Profit,Club,,,L-000020468,Active,N,Y,91
-82.99641098,42.35680063,8579,INDIAN VILLAGE TENNIS CLUB,INDIAN VILLAGE TENNIS CLUB,1502 Parker St,48214,Non-Profit,Club,,,L-000020634,Active,N,Y,92
-83.10745433,42.3217642,8610,PVT JOHN KOZDRON SGT JOS. ZEYER VFW 4553,PVT. JOHN KOZDRON-MEMORIAL HOME ASSOCIATION,2501 Campbell St,48209,Non-Profit,Club,,,L-000020670,Active,N,Y,93
-83.13579959,42.29057006,8620,CARBON ATHLETIC CLUB,CARBON ATHLETIC CLUB,111 Gates St,48209,Non-Profit,Club,,,L-000020683,Active,N,Y,94
-83.12361305,42.36286321,8696,TRADE UNION LEADERSHIP COUNCIL,TRADE UNION LEADERSHIP COUNCIL,8670 Grand River Ave,48204,Non-Profit,Club,,,L-000020785,Escrow,N,Y,95
-83.06814904,42.35280973,8806,JOLLY OLD TIMERS,JOLLY OLD TIMERS,643 W Forest Ave,48201,Non-Profit,Club,,,L-000020920,Active,N,Y,96
-83.1098489,42.39512284,8844,MILLAN THEATRE COMPANY,MILLAN THEATRE COMPANY,13103 Woodrow Wilson St,48238,Non-Profit,Club,,,L-000020968,Active,N,Y,97
-83.08129226,42.43317822,8986,WEST INDIAN AMERICAN ASSOCIATION,WEST INDIAN AMERICAN ASSOCIATION,2015 E 7 Mile Rd,48234,Non-Profit,Club,,,L-000021141,Active,N,Y,98
-83.13708273,42.41294678,9004,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY,4001 W McNichols Rd,48221,Non-Profit,Club,,,L-000021167,Active,N,Y,99
-83.1738951,42.41767565,9026,MARY MCLEOD BETHUNE ASSN. OF MICHIGAN,MARY MCLEOD BETHUNE ASSN. OF MICHIGAN,17191 James Couzens Fwy,48235,Non-Profit,Club,,,L-000021196,Escrow,N,Y,100
-82.9751644,42.36513697,9090,MOTOR CITY YACHT CLUB,MOTOR CITY YACHT CLUB,10835 E Jefferson Ave,48214,Non-Profit,Club,,,L-000021265,Escrow,N,Y,101
-83.08271334,42.38438766,9509,"KENWOOD MARKET, INC.",KENWOOD MARKET,9400 Woodward Ave,48202,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000011013,Active,Y,Y,102
-83.08271334,42.38438766,9509,"KENWOOD MARKET, INC.",KENWOOD MARKET,9400 Woodward Ave,48202,Retail - Off Premises,Specially Designated Merchant,,,L-000014769,Active,Y,Y,103
-83.18794979,42.37261344,9603,"NEW LAND, INC.",NEW LAND PARTY STORE,14601 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000000669,Active,Y,Y,104
-83.18794979,42.37261344,9603,"NEW LAND, INC.",NEW LAND PARTY STORE,14601 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000011257,Active,Y,Y,105
-82.93239168,42.40484447,131796,"MR. S'S DELI, INC.",MR. S'S,16830 E Warren Ave,48224,Retail - Off Premises,Specially Designated Merchant,,,L-000074654,Active,Y,Y,106
-83.04615566,42.33499649,9657,"DABISH, ADELA & DABISH, JOSEPH H",BROADWAY STOP AND SHOP,1338 Broadway St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000000550,Escrow,Y,Y,107
-83.04615566,42.33499649,9657,"DABISH, ADELA & DABISH, JOSEPH H",BROADWAY STOP AND SHOP,1338 Broadway St,48226,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000011376,Escrow,Y,Y,108
-83.23058145,42.42952529,9680,"QARANA, INC.",MARTELL LIQUOR,19137 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000002091,Active,Y,Y,109
-83.23058145,42.42952529,9680,"QARANA, INC.",MARTELL LIQUOR,19137 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000011461,Active,Y,Y,110
-83.04457586,42.33177339,9690,"CADILLAC FOOD PLAZA, INC.",CADILLAC FOOD PLAZA,101 Cadillac Sq,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000001434,Escrow,Y,Y,111
-83.04457586,42.33177339,9690,"CADILLAC FOOD PLAZA, INC.",CADILLAC FOOD PLAZA,101 Cadillac Sq,48226,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000011478,Escrow,Y,Y,112
-83.04301094,42.40524092,10971,"GAPHAT, INC.",KROWN MARKET,5800 Caniff St,48212,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000014608,Active,Y,Y,113
-83.27445682,42.42933796,11018,"SEVEN-TEL PARTY STORE, INC.",7-TEL PARTY STORE,23740 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000007654,Active,Y,Y,114
-83.27445682,42.42933796,11018,"SEVEN-TEL PARTY STORE, INC.",7-TEL PARTY STORE,23740 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000014717,Active,Y,Y,115
-83.23016554,42.41558129,11094,"CRESTVIEW INVESTMENTS, INC.",PARK LANE CORK & BOTTLE PARTY STORE,19150 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000006871,Active,Y,Y,116
-83.23016554,42.41558129,11094,"CRESTVIEW INVESTMENTS, INC.",PARK LANE CORK & BOTTLE PARTY STORE,19150 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000014864,Active,Y,Y,117
-83.18871148,42.4020214,11112,"TAG-ART, INC.",CASINO LIQUOR SHOPPE,14546 Fenkell St,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000012167,Active,Y,Y,118
-83.18871148,42.4020214,11112,"TAG-ART, INC.",CASINO LIQUOR SHOPPE,14546 Fenkell St,48227,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000014905,Active,Y,Y,119
-83.22197749,42.40107439,11229,"APEX DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4512,18430 Fenkell St,48223,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015175,Active,Y,Y,120
-83.22197749,42.40107439,11229,"APEX DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4512,18430 Fenkell St,48223,Retail - Off Premises,Specially Designated Merchant,,,L-000017523,Active,Y,Y,121
-83.08127073,42.44625705,11239,"APEX DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4526,1900 E 8 Mile Rd,48234,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015188,Active,Y,Y,122
-83.08127073,42.44625705,11239,"APEX DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4526,1900 E 8 Mile Rd,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000017579,Active,Y,Y,123
-83.10518276,42.36864851,11265,"LINWOOD JOY, INC.",ONE STOP PARTY STORE,8540 Linwood St,48206,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015273,Escrow,Y,Y,124
-83.10518276,42.36864851,11265,"LINWOOD JOY, INC.",ONE STOP PARTY STORE,8540 Linwood St,48206,Retail - Off Premises,Specially Designated Merchant,,,L-000018097,Escrow,Y,Y,125
-83.18594687,42.44544488,11372,"MIKE AND SABAH, INC.",PICADILLY PARTY STORE,14110 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015547,Active,Y,Y,126
-83.18594687,42.44544488,11372,"MIKE AND SABAH, INC.",PICADILLY PARTY STORE,14110 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000015980,Active,Y,Y,127
-82.98522285,42.42047063,11377,"KATO & MIKHAIL, INC.",DIAMOND MARKET,15250 Houston Whittier St,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000004849,Active,Y,Y,128
-82.98522285,42.42047063,11377,"KATO & MIKHAIL, INC.",DIAMOND MARKET,15250 Houston Whittier St,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015564,Active,Y,Y,129
-83.09994365,42.31903276,11429,"LIBERTY DISCOUNT DRUGS, INC.",LIBERTY DISCOUNT DRUGS,4802 W Vernor Hwy,48209,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015746,Active,Y,Y,130
-83.09994365,42.31903276,11429,"LIBERTY DISCOUNT DRUGS, INC.",LIBERTY DISCOUNT DRUGS,4802 W Vernor Hwy,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000016130,Active,Y,Y,131
-83.23313506,42.35795018,11431,"SAMONA MARKET, INC.",THREE BROTHERS LIQUOR STORE,19540 Joy Rd,48228,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015762,Active,Y,Y,132
-83.23313506,42.35795018,11431,"SAMONA MARKET, INC.",THREE BROTHERS LIQUOR STORE,19540 Joy Rd,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000016297,Active,Y,Y,133
-83.12663238,42.3389496,11433,"EXPRESS LIQUOR PARTY STORE, INC.",LIQUOR EXPRESS PARTY STORE,5347 Livernois Ave,48210,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015768,Active,Y,Y,134
-83.12663238,42.3389496,11433,"EXPRESS LIQUOR PARTY STORE, INC.",LIQUOR EXPRESS PARTY STORE,5347 Livernois Ave,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000016323,Active,Y,Y,135
-83.06137534,42.32516988,11453,"HAPPY FOUR, INC.",HAPPY FOUR PARTY STORE,1444 W Fort St,48216,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015841,Active,Y,Y,136
-83.06137534,42.32516988,11453,"HAPPY FOUR, INC.",HAPPY FOUR PARTY STORE,1444 W Fort St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000016972,Active,Y,Y,137
-83.07372684,42.35910368,11473,"UNIVERSITY VILLAGE MARKET, INC.",UNIVERSITY VILLAGE MARKET,4700 Anthony Wayne Dr,48201,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000015876,Active,Y,Y,138
